date,away_lineup,home_lineup
2025-04-04,"['ohtas001', 'bettm001', 'edmat001', 'hernt002', 'smitw003', 'herne001', 'confm001', 'rojam002', 'pagea001']","['schwk001', 'turnt001', 'harpb003', 'bohma001', 'keplm001', 'castn001', 'realj001', 'stotb001', 'marsb002']"
2025-04-04,"['riceb001', 'judga001', 'chisj001', 'goldp001', 'wella002', 'volpa001', 'grist001', 'domij003', 'cabro002']","['hayek001', 'reynb001', 'cruzo001', 'bartj003', 'mccua001', 'phamt001', 'rodre006', 'trioj001', 'kinei001']"
2025-04-04,"['roblv001', 'rodrj007', 'ralec001', 'arozr001', 'polaj001', 'ralel001', 'tellr001', 'blisr001', 'crawj002']","['wadel001', 'adamw002', 'lee-j001', 'chapm001', 'ramoh002', 'yastm001', 'florw001', 'bailp001', 'fitzt001']"
2025-04-04,"['carrc005', 'martk001', 'smitp002', 'naylj001', 'gurrl001', 'suare001', 'moreg001', 'mccaj003', 'perdg001']","['abrac001', 'woodj004', 'ruizk001', 'lowen001', 'garcl006', 'bellj005', 'crewd001', 'tenaj001', 'younj004']"
2025-04-04,"['kwans001', 'ramij003', 'santc002', 'manzk001', 'thoml002', 'noelj001', 'naylb001', 'ariag002', 'roccb001']","['wardt002', 'troum001', 'solej001', 'moncy001', 'ohopl001', 'schan001', 'rengl001', 'adelj001', 'newmk001']"
2025-04-04,"['nootl001', 'contw001', 'donob001', 'arenn001', 'burla001', 'herri001', 'walkj003', 'scotv001', 'winnm001']","['duraj001', 'dever001', 'brega001', 'casat001', 'stort001', 'abrew002', 'campk002', 'narvc002', 'rafac001']"
2025-04-04,"['vargm001', 'robel002', 'benia002', 'vauga001', 'maton001', 'sosal001', 'thaim001', 'baldb001', 'jankt001']","['mallj001', 'carpk001', 'greer003', 'torks001', 'keitc001', 'mckiz001', 'dingd001', 'sweet001', 'baezj001']"
2025-04-04,"['hendg002', 'rutsa001', 'westj002', 'mullc002', 'ohear001', 'oneit001', 'kjerh001', 'mounr001', 'hollj003']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'massm001', 'biggc002', 'garcm003', 'melem001', 'isbek001']"
2025-04-04,"['diazy001', 'loweb001', 'camij001', 'aranj001', 'morec001', 'misnk001', 'jansd001', 'wallt003', 'deluj001']","['semim001', 'seagc001', 'langw001', 'pedej001', 'garca005', 'burgj001', 'smitj007', 'higak001', 'tavel001']"
2025-04-05,"['edwax001', 'stowk001', 'lopeo001', 'mervm001', 'wagae001', 'conig001', 'hilld002', 'paulg001', 'hickl001']","['harrm004', 'albio001', 'ozunm001', 'olsom001', 'rilea001', 'delab001', 'baldd001', 'allen002', 'kelej001']"
2025-04-05,"['tatif002', 'arral001', 'machm001', 'bogax001', 'merrj002', 'gurry001', 'cronj001', 'lockb001', 'diaze005']","['happi001', 'tuckk001', 'suzus001', 'buscm003', 'swand001', 'hoern001', 'crowp001', 'shawm002', 'kellc002']"
2025-04-05,"['butll001', 'rookb001', 'bledj001', 'langs001', 'sodet001', 'wilsj006', 'brows003', 'urial001', 'schum002']","['doylb001', 'tovae001', 'mcmar001', 'goodh001', 'bryak001', 'toglm001', 'farmk001', 'boucs001', 'beckj003']"
2025-04-05,"['friet001', 'espis001', 'delae003', 'lux-g001', 'candj002', 'encac001', 'fralj001', 'dunnb001', 'trevj001']","['turab002', 'chouj001', 'yelic001', 'contw002', 'frels001', 'hoskr001', 'dunno001', 'mitcg001', 'ortij005']"
2025-04-05,"['bichb001', 'guerv002', 'santa003', 'gimea001', 'kirka001', 'sprig001', 'wagnw001', 'stram002', 'rodea001']","['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'winkj002', 'vienm001', 'batyb001', 'sirij001', 'sengh001']"
2025-04-05,"['ohtas001', 'bettm001', 'hernt002', 'confm001', 'edmat001', 'muncm001', 'pagea001', 'herne001', 'barna001']","['schwk001', 'turnt001', 'harpb003', 'bohma001', 'keplm001', 'castn001', 'realj001', 'stotb001', 'marsb002']"
2025-04-05,"['goldp001', 'riceb001', 'judga001', 'chisj001', 'volpa001', 'wella002', 'domij003', 'perao002', 'grist001']","['fraza001', 'reynb001', 'cruzo001', 'hayek001', 'suwij001', 'canaa001', 'valde002', 'rodre006', 'kinei001']"
2025-04-05,"['roblv001', 'rodrj007', 'ralec001', 'arozr001', 'garvm001', 'solad001', 'moord002', 'blisr001', 'crawj002']","['wadel001', 'adamw002', 'lee-j001', 'chapm001', 'ramoh002', 'yastm001', 'florw001', 'huffs001', 'fitzt001']"
2025-04-05,"['perdg001', 'carrc005', 'gurrl001', 'gricr001', 'naylj001', 'suare001', 'moreg001', 'thoma004', 'tawat001']","['abrac001', 'rosaa003', 'lowen001', 'bellj005', 'woodj004', 'calla002', 'crewd001', 'dejop001', 'adamr004']"
2025-04-05,"['kwans001', 'ramij003', 'santc002', 'manzk001', 'jonen002', 'ariag002', 'schnd002', 'naylb001', 'roccb001']","['wardt002', 'rengl001', 'troum001', 'solej001', 'ohopl001', 'schan001', 'parik002', 'adelj001', 'andet001']"
2025-04-05,"['vargm001', 'robel002', 'benia002', 'vauga001', 'maton001', 'sosal001', 'baldb001', 'lee-k002', 'amayj001']","['mallj001', 'carpk001', 'greer003', 'torks001', 'keitc001', 'ibana001', 'rogej004', 'sweet001', 'kreir001']"
2025-04-05,"['hendg002', 'westj002', 'mullc002', 'mounr001', 'oneit001', 'kjerh001', 'uriar001', 'sancg002', 'hollj003']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'massm001', 'renfh001', 'melem001', 'garcm003', 'isbek001']"
2025-04-05,"['altuj001', 'parei001', 'alvay001', 'walkc002', 'diazy004', 'penaj004', 'rodgb002', 'smitc010', 'meyej002']","['wallm001', 'corrc001', 'buxtb001', 'larnt001', 'frant002', 'castw003', 'julie001', 'miraj002', 'vazqc001']"
2025-04-05,"['diazy001', 'loweb001', 'deluj001', 'aranj001', 'jansd001', 'misnk001', 'meadc001', 'mangj001', 'cabaj001']","['semim001', 'seagc001', 'langw001', 'pedej001', 'garca005', 'burgj001', 'smitj007', 'higak001', 'tavel001']"
2025-04-06,"['tatif002', 'arral001', 'machm001', 'merrj002', 'cronj001', 'bogax001', 'sheeg001', 'heywj001', 'diaze005']","['happi001', 'suzus001', 'tuckk001', 'turnj001', 'swand001', 'hoern001', 'crowp001', 'shawm002', 'kellc002']"
2025-04-06,"['butll001', 'rookb001', 'bledj001', 'sodet001', 'wilsj006', 'andum001', 'urshg001', 'perej004', 'muncm002']","['doylb001', 'tovae001', 'mcmar001', 'goodh001', 'bryak001', 'toglm001', 'martn003', 'freet001', 'monim001']"
2025-04-06,"['friet001', 'espis001', 'delae003', 'lux-g001', 'candj002', 'encac001', 'stees001', 'fralj001', 'wynna001']","['turab002', 'chouj001', 'yelic001', 'mitcg001', 'frels001', 'bauej001', 'ortij005', 'dunno001', 'haase001']"
2025-04-06,"['bichb001', 'guerv002', 'santa003', 'gimea001', 'kirka001', 'cleme002', 'schnd001', 'heint001', 'stram002']","['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'winkj002', 'vienm001', 'batyb001', 'sirij001', 'sengh001']"
2025-04-06,"['ohtas001', 'bettm001', 'edmat001', 'hernt002', 'smitw003', 'confm001', 'muncm001', 'herne001', 'pagea001']","['schwk001', 'turnt001', 'harpb003', 'keplm001', 'castn001', 'stotb001', 'sosae001', 'marsb002', 'marcr001']"
2025-04-06,"['goldp001', 'bellc002', 'judga001', 'chisj001', 'volpa001', 'wella002', 'domij003', 'perao002', 'grist001']","['hayek001', 'reynb001', 'cruzo001', 'bartj003', 'mccua001', 'valde002', 'phamt001', 'fraza001', 'kinei001']"
2025-04-06,"['roblv001', 'rodrj007', 'ralec001', 'arozr001', 'ralel001', 'tellr001', 'moord002', 'blisr001', 'crawj002']","['wadel001', 'adamw002', 'lee-j001', 'chapm001', 'ramoh002', 'yastm001', 'matol002', 'bailp001', 'kossc001']"
2025-04-06,"['carrc005', 'perdg001', 'smitp002', 'naylj001', 'gurrl001', 'suare001', 'thoma004', 'herrj003', 'hampg001']","['abrac001', 'garcl006', 'ruizk001', 'lowen001', 'woodj004', 'bellj005', 'calla002', 'dejop001', 'crewd001']"
2025-04-06,"['kwans001', 'ramij003', 'santc002', 'thoml002', 'manzk001', 'noelj001', 'ariag002', 'hedga001', 'roccb001']","['wardt002', 'rengl001', 'troum001', 'solej001', 'ohopl001', 'schan001', 'parik002', 'adelj001', 'andet001']"
2025-04-06,"['nootl001', 'herri001', 'contw001', 'arenn001', 'bakel001', 'walkj003', 'saggt001', 'scotv001', 'winnm001']","['duraj001', 'dever001', 'brega001', 'casat001', 'stort001', 'refsr001', 'campk002', 'hamid002', 'wongc001']"
2025-04-06,"['nootl001', 'contw001', 'donob001', 'arenn001', 'burla001', 'walkj003', 'pagep001', 'scotv001', 'winnm001']","['duraj001', 'dever001', 'brega001', 'abrew002', 'stort001', 'campk002', 'gonzr003', 'narvc002', 'rafac001']"
2025-04-06,"['taucm001', 'robel002', 'benia002', 'vauga001', 'thaim001', 'vargm001', 'baldb001', 'amayj001', 'taylm002']","['mallj001', 'ibana001', 'torks001', 'margm001', 'dingd001', 'carpk001', 'baezj001', 'kreir001', 'mckiz001']"
2025-04-06,"['hendg002', 'rutsa001', 'westj002', 'oneit001', 'mounr001', 'laurr001', 'sancg002', 'uriar001', 'matej003']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'canhm001', 'massm001', 'renfh001', 'garcm003', 'fermf002']"
2025-04-06,"['altuj001', 'parei001', 'alvay001', 'walkc002', 'penaj004', 'diazy004', 'rodgb002', 'dezez001', 'meyej002']","['wallm001', 'corrc001', 'buxtb001', 'larnt001', 'castw003', 'jeffr002', 'julie001', 'gaspm001', 'badeh001']"
2025-04-06,"['diazy001', 'loweb001', 'camij001', 'aranj001', 'morec001', 'misnk001', 'mangj001', 'wallt003', 'rortb001']","['semim001', 'seagc001', 'langw001', 'pedej001', 'garca005', 'burgj001', 'smitj007', 'heimj001', 'tavel001']"
2025-04-07,"['hendg002', 'rutsa001', 'ohear001', 'westj002', 'mullc002', 'mounr001', 'kjerh001', 'uriar001', 'hollj003']","['carrc005', 'perdg001', 'smitp002', 'naylj001', 'gurrl001', 'suare001', 'moreg001', 'mccaj003', 'tawat001']"
2025-04-07,"['semim001', 'seagc001', 'langw001', 'garca005', 'pillk001', 'burgj001', 'smitj007', 'heimj001', 'higak001']","['happi001', 'tuckk001', 'suzus001', 'buscm003', 'swand001', 'amaym001', 'crowp001', 'bertj001', 'workg001']"
2025-04-07,"['edwax001', 'stowk001', 'lopeo001', 'mervm001', 'wagae001', 'conig001', 'myerd001', 'paulg001', 'fortn001']","['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'winkj002', 'taylt002', 'acunl001', 'sengh001']"
2025-04-07,"['nootl001', 'contw001', 'donob001', 'burla001', 'walkj003', 'saggt001', 'pozoy001', 'sianm001', 'winnm001']","['hayek001', 'mccua001', 'bartj003', 'cruzo001', 'phamt001', 'canaa001', 'rodre006', 'kinei001', 'fraza001']"
2025-04-07,"['friet001', 'dunnb001', 'delae003', 'lux-g001', 'encac001', 'candj002', 'stees001', 'hurtj001', 'trevj001']","['wadel001', 'adamw002', 'lee-j001', 'chapm001', 'ramoh002', 'yastm001', 'florw001', 'bailp001', 'fitzt001']"
2025-04-07,"['ohtas001', 'bettm001', 'edmat001', 'hernt002', 'smitw003', 'herne001', 'muncm001', 'rojam002', 'taylc001']","['woodj004', 'calla002', 'garcl006', 'ruizk001', 'lowen001', 'bellj005', 'dejop001', 'tenaj001', 'crewd001']"
2025-04-07,"['tatif002', 'arral001', 'machm001', 'cronj001', 'sheeg001', 'bogax001', 'heywj001', 'lockb001', 'diaze005']","['butll001', 'rookb001', 'sodet001', 'langs001', 'bledj001', 'andum001', 'wilsj006', 'urshg001', 'muncm002']"
2025-04-07,"['bichb001', 'guerv002', 'santa003', 'gimea001', 'sprig001', 'kirka001', 'wagnw001', 'luken001', 'rodea001']","['duraj001', 'dever001', 'brega001', 'casat001', 'stort001', 'abrew002', 'wongc001', 'hamid002', 'rafac001']"
2025-04-07,"['riceb001', 'judga001', 'bellc002', 'goldp001', 'chisj001', 'volpa001', 'wella002', 'grist001', 'cabro002']","['mallj001', 'ibana001', 'torks001', 'greer003', 'margm001', 'baezj001', 'keitc001', 'rogej004', 'kreir001']"
2025-04-07,"['wallm001', 'corrc001', 'buxtb001', 'larnt001', 'frant002', 'miraj002', 'castw003', 'badeh001', 'vazqc001']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'massm001', 'renfh001', 'melem001', 'garcm003', 'isbek001']"
2025-04-07,"['altuj001', 'parei001', 'alvay001', 'walkc002', 'penaj004', 'carav001', 'diazy004', 'meyej002', 'dubom001']","['rodrj007', 'polaj001', 'arozr001', 'ralec001', 'ralel001', 'tellr001', 'moord002', 'blisr001', 'crawj002']"
2025-04-08,"['hendg002', 'rutsa001', 'ohear001', 'westj002', 'mullc002', 'oneit001', 'kjerh001', 'sancg002', 'hollj003']","['carrc005', 'perdg001', 'smitp002', 'naylj001', 'gurrl001', 'suare001', 'moreg001', 'thoma004', 'hampg001']"
2025-04-08,"['turnt001', 'harpb003', 'bohma001', 'schwk001', 'castn001', 'realj001', 'sosae001', 'stotb001', 'rojaj003']","['harrm004', 'albio001', 'ozunm001', 'olsom001', 'rilea001', 'delab001', 'kelej001', 'murps001', 'arcio002']"
2025-04-08,"['semim001', 'seagc001', 'langw001', 'pedej001', 'garca005', 'smitj007', 'jungj001', 'heimj001', 'tavel001']","['happi001', 'suzus001', 'tuckk001', 'turnj001', 'swand001', 'hoern001', 'crowp001', 'shawm002', 'kellc002']"
2025-04-08,"['chouj001', 'yelic001', 'contw002', 'hoskr001', 'frels001', 'caprv001', 'colli001', 'ortij005', 'turab002']","['doylb001', 'tovae001', 'mcmar001', 'bryak001', 'farmk001', 'toglm001', 'veenz001', 'stalj001', 'monim001']"
2025-04-08,"['edwax001', 'stowk001', 'mervm001', 'conig001', 'lopeo001', 'hickl001', 'hilld002', 'paulg001', 'sanoj001']","['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'marts002', 'taylt002', 'batyb001', 'sengh001']"
2025-04-08,"['scotv001', 'contw001', 'donob001', 'arenn001', 'burla001', 'walkj003', 'pagep001', 'sianm001', 'winnm001']","['suwij001', 'reynb001', 'cruzo001', 'hayek001', 'valde002', 'phamt001', 'rodre006', 'fraza001', 'kinei001']"
2025-04-08,"['friet001', 'dunnb001', 'delae003', 'lux-g001', 'encac001', 'candj002', 'stees001', 'fralj001', 'trevj001']","['ramoh002', 'adamw002', 'lee-j001', 'chapm001', 'florw001', 'matol002', 'schmc003', 'fitzt001', 'huffs001']"
2025-04-08,"['ohtas001', 'bettm001', 'edmat001', 'hernt002', 'confm001', 'herne001', 'muncm001', 'pagea001', 'barna001']","['calla002', 'woodj004', 'ruizk001', 'lowen001', 'rosaa003', 'garcl006', 'dejop001', 'crewd001', 'younj004']"
2025-04-08,"['tatif002', 'arral001', 'machm001', 'bogax001', 'gurry001', 'cronj001', 'iglej001', 'lockb001', 'maldm001']","['butll001', 'rookb001', 'sodet001', 'langs001', 'bledj001', 'andum001', 'wilsj006', 'urshg001', 'muncm002']"
2025-04-08,"['bichb001', 'guerv002', 'santa003', 'sprig001', 'cleme002', 'schnd001', 'stram002', 'heint001', 'rodea001']","['duraj001', 'dever001', 'brega001', 'refsr001', 'stort001', 'campk002', 'gonzr003', 'narvc002', 'rafac001']"
2025-04-08,"['taucm001', 'robel002', 'maton001', 'vauga001', 'thaim001', 'sosal001', 'vargm001', 'baldb001', 'amayj001']","['kwans001', 'ramij003', 'santc002', 'manzk001', 'thoml002', 'jonen002', 'ariag002', 'naylb001', 'roccb001']"
2025-04-08,"['goldp001', 'riceb001', 'judga001', 'chisj001', 'volpa001', 'wella002', 'domij003', 'grist001', 'perao002']","['mallj001', 'carpk001', 'greer003', 'torks001', 'keitc001', 'mckiz001', 'dingd001', 'sweet001', 'baezj001']"
2025-04-08,"['buxtb001', 'jeffr002', 'larnt001', 'corrc001', 'miraj002', 'frant002', 'julie001', 'badeh001', 'gaspm001']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'massm001', 'canhm001', 'melem001', 'garcm003', 'isbek001']"
2025-04-08,"['altuj001', 'parei001', 'alvay001', 'walkc002', 'penaj004', 'rodgb002', 'diazy004', 'smitc010', 'meyej002']","['moord002', 'rodrj007', 'ralec001', 'arozr001', 'garvm001', 'solad001', 'ralel001', 'blisr001', 'crawj002']"
2025-04-08,"['wardt002', 'rengl001', 'troum001', 'solej001', 'darnt001', 'schan001', 'parik002', 'adelj001', 'andet001']","['diazy001', 'loweb001', 'camij001', 'aranj001', 'morec001', 'misnk001', 'jansd001', 'mangj001', 'wallt003']"
2025-04-09,"['hendg002', 'rutsa001', 'ohear001', 'oneit001', 'mullc002', 'mounr001', 'kjerh001', 'uriar001', 'hollj003']","['carrc005', 'perdg001', 'smitp002', 'naylj001', 'suare001', 'thoma004', 'mccaj003', 'tawat001', 'herrj003']"
2025-04-09,"['schwk001', 'turnt001', 'harpb003', 'bohma001', 'keplm001', 'castn001', 'realj001', 'stotb001', 'marsb002']","['harrm004', 'albio001', 'ozunm001', 'olsom001', 'rilea001', 'murps001', 'delab001', 'kelej001', 'arcio002']"
2025-04-09,"['semim001', 'seagc001', 'jungj001', 'garca005', 'burgj001', 'higak001', 'pillk001', 'heimj001', 'tavel001']","['happi001', 'tuckk001', 'suzus001', 'buscm003', 'swand001', 'hoern001', 'crowp001', 'shawm002', 'amaym001']"
2025-04-09,"['turab002', 'chouj001', 'yelic001', 'contw002', 'frels001', 'hoskr001', 'mitcg001', 'dunno001', 'ortij005']","['doylb001', 'boucs001', 'tovae001', 'mcmar001', 'goodh001', 'farmk001', 'bryak001', 'toglm001', 'veenz001']"
2025-04-09,"['edwax001', 'stowk001', 'bridj001', 'mervm001', 'myerd001', 'conig001', 'fortn001', 'paulg001', 'sanoj001']","['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'marts002', 'vienm001', 'batyb001', 'taylt002', 'sengh001']"
2025-04-09,"['nootl001', 'contw001', 'donob001', 'arenn001', 'burla001', 'pagep001', 'scotv001', 'saggt001', 'winnm001']","['suwij001', 'reynb001', 'mccua001', 'bartj003', 'hayek001', 'rodre006', 'fraza001', 'phamt001', 'chent001']"
2025-04-09,"['friet001', 'espis001', 'delae003', 'lux-g001', 'encac001', 'bensw001', 'stees001', 'fralj001', 'wynna001']","['wadel001', 'adamw002', 'lee-j001', 'chapm001', 'ramoh002', 'yastm001', 'florw001', 'bailp001', 'fitzt001']"
2025-04-09,"['ohtas001', 'bettm001', 'edmat001', 'hernt002', 'confm001', 'smitw003', 'muncm001', 'herne001', 'pagea001']","['abrac001', 'woodj004', 'ruizk001', 'lowen001', 'bellj005', 'garcl006', 'calla002', 'dejop001', 'crewd001']"
2025-04-09,"['arral001', 'bogax001', 'machm001', 'sheeg001', 'gonzo001', 'iglej001', 'heywj001', 'lockb001', 'maldm001']","['butll001', 'rookb001', 'sodet001', 'langs001', 'bledj001', 'andum001', 'wilsj006', 'urial001', 'muncm002']"
2025-04-09,"['bichb001', 'guerv002', 'santa003', 'gimea001', 'wagnw001', 'kirka001', 'rodea001', 'cleme002', 'luken001']","['duraj001', 'dever001', 'brega001', 'casat001', 'stort001', 'abrew002', 'campk002', 'hamid002', 'narvc002']"
2025-04-09,"['robel002', 'vauga001', 'slata001', 'vargm001', 'sosal001', 'lee-k002', 'taylm002', 'amayj001', 'taucm001']","['kwans001', 'ramij003', 'santc002', 'manzk001', 'noelj001', 'jonen002', 'ariag002', 'schnd002', 'hedga001']"
2025-04-09,"['riceb001', 'judga001', 'bellc002', 'goldp001', 'chisj001', 'volpa001', 'domij003', 'escaj001', 'cabro002']","['mallj001', 'ibana001', 'greer003', 'torks001', 'dingd001', 'keitc001', 'baezj001', 'kreir001', 'mckiz001']"
2025-04-09,"['wallm001', 'castw003', 'corrc001', 'larnt001', 'frant002', 'julie001', 'badeh001', 'keird001', 'vazqc001']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'massm001', 'renfh001', 'biggc002', 'garcm003', 'isbek001']"
2025-04-09,"['altuj001', 'parei001', 'alvay001', 'walkc002', 'penaj004', 'carav001', 'rodgb002', 'meyej002', 'smitc010']","['rodrj007', 'polaj001', 'ralec001', 'arozr001', 'ralel001', 'tellr001', 'moord002', 'mastm001', 'crawj002']"
2025-04-09,"['wardt002', 'schan001', 'troum001', 'solej001', 'ohopl001', 'moncy001', 'parik002', 'andet001', 'newmk001']","['diazy001', 'camij001', 'meadc001', 'morec001', 'jansd001', 'cabaj001', 'montc002', 'mangj001', 'wallt003']"
2025-04-10,"['schwk001', 'turnt001', 'harpb003', 'castn001', 'keplm001', 'realj001', 'bohma001', 'stotb001', 'marsb002']","['albio001', 'rilea001', 'ozunm001', 'olsom001', 'murps001', 'delab001', 'fairs001', 'harrm004', 'allen002']"
2025-04-10,"['turab002', 'chouj001', 'yelic001', 'contw002', 'mitcg001', 'bauej001', 'ortij005', 'dunno001', 'haase001']","['doylb001', 'veenz001', 'farmk001', 'mcmar001', 'martn003', 'toglm001', 'freet001', 'monim001', 'stalj001']"
2025-04-10,"['bichb001', 'gimea001', 'santa003', 'sprig001', 'wagnw001', 'cleme002', 'rodea001', 'heint001', 'luken001']","['duraj001', 'dever001', 'brega001', 'casat001', 'stort001', 'campk002', 'abrew002', 'rafac001', 'narvc002']"
2025-04-10,"['maton001', 'vauga001', 'vargm001', 'thaim001', 'slata001', 'sosal001', 'baldb001', 'taylm002', 'amayj001']","['kwans001', 'ramij003', 'santc002', 'manzk001', 'jonen002', 'noelj001', 'naylb001', 'schnd002', 'roccb001']"
2025-04-10,"['wallm001', 'castw003', 'corrc001', 'larnt001', 'frant002', 'jeffr002', 'julie001', 'miraj002', 'badeh001']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'biggc002', 'garcm003', 'melem001', 'fermf002', 'wated001']"
2025-04-10,"['wardt002', 'rengl001', 'troum001', 'solej001', 'ohopl001', 'schan001', 'parik002', 'adelj001', 'andet001']","['diazy001', 'loweb001', 'camij001', 'aranj001', 'morec001', 'misnk001', 'cabaj001', 'mangj001', 'rortb001']"
2025-04-11,"['chouj001', 'yelic001', 'contw002', 'hoskr001', 'frels001', 'ortij005', 'colli001', 'caprv001', 'turab002']","['perdg001', 'carrc005', 'gricr001', 'gurrl001', 'naylj001', 'suare001', 'moreg001', 'mccaj003', 'hampg001']"
2025-04-11,"['valde002', 'reynb001', 'bartj003', 'rodre006', 'hayek001', 'suwij001', 'phamt001', 'fraza001', 'kinei001']","['friet001', 'dunnb001', 'delae003', 'stees001', 'candj002', 'encac001', 'lux-g001', 'espis001', 'trevj001']"
2025-04-11,"['happi001', 'tuckk001', 'suzus001', 'buscm003', 'swand001', 'hoern001', 'crowp001', 'shawm002', 'amaym001']","['ohtas001', 'bettm001', 'hernt002', 'freef001', 'edmat001', 'smitw003', 'confm001', 'pagea001', 'rojam002']"
2025-04-11,"['abrac001', 'woodj004', 'ruizk001', 'garcl006', 'bellj005', 'calla002', 'dejop001', 'crewd001', 'younj004']","['edwax001', 'lopeo001', 'stowk001', 'wagae001', 'hilld002', 'bridj001', 'hickl001', 'sanoj001', 'paulg001']"
